Sequencing Run	Viral genome	Viral name	Virus genome length	Paired read count	Covered bases
SRR23971510	NC_039208.1	Porcine_coronavirus_HKU15_strain_HKU15-155,_complete_genome	25425	2	292
SRR23971510	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	3	233
SRR23971510	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	15	1669
SRR23971510	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	5	563
SRR23971510	NC_001539.1	Canine_parvovirus,_complete_genome	5323	102	3712
SRR23971510	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	33	521
SRR23971510	NC_003027.1	Lumpy_skin_disease_virus_NI-2490,_complete_genome	150773	38	3251
SRR23971510	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	3029	6098
SRR23971510	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	4	456
SRR23971510	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	7	600
SRR23971510	NC_022249.1	Feline_astrovirus_2_strain_1637F,_complete_genome	6795	9	690
SRR23971510	NC_033172.1	Wenzhou_gastropodes_virus_2_strain_WZSLuoI86086_hypothetical_protein_gene,_complete_cds	8926	148	5582
SRR23971510	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	2	186
SRR23971510	NC_022104.1	Porcine_partetravirus_strain_FMV10-1437266,_complete_genome	5403	15	875
SRR23971510	NC_032129.1	Beihai_mollusks_virus_1_strain_WZSLuoI86140_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	8805	112	5782
SRR23971510	NC_033156.1	Wenzhou_gastropodes_virus_1_strain_WZSLuoI86017_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	9309	2	304
SRR23971510	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	4	558
SRR23971510	NC_002188.1	Fowlpox_virus,_complete_genome	288539	7	433
SRR23971510	NC_022089.1	Parvovirus_NIH-CQV_putative_15-kDa_protein,_putative_replication_associated_protein_(rep),_and_putative_capsid_protein_(cap)_genes,_complete_cds	3780	5	606
SRR23971510	NC_004442.1	Canine_minute_virus,_complete_genome	5097	2	93
SRR23971510	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	3	295
SRR23971510	NC_032811.1	Hubei_unio_douglasiae_virus_2_strain_WHBL72658_hypothetical_protein_1,_hypothetical_protein_2,_and_hypothetical_protein_3_genes,_complete_cds	4431	4	320
SRR23971564	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	590	5066
SRR23971489	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	4	366
SRR23971489	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	24	1294
SRR23971489	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	631	9362
SRR23971489	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	8	826
SRR23971579	NC_023860.1	Porcine_parvovirus_6_isolate_TJ,_complete_genome	6148	9	734
SRR23971579	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	3073	2303
SRR23971579	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	129
SRR23971579	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	4	530
SRR23971579	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	19	1664
SRR23971579	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	363	14764
SRR23971525	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	11	385
SRR23971525	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	1	42
SRR23971525	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	5	196
SRR23971525	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	16	530
SRR23971525	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	6	216
SRR23971525	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	43
SRR23971525	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	7	279
SRR23971525	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	10	314
SRR23971525	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	4	172
SRR23971525	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	5	215
SRR23971525	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	8	260
SRR23971525	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	9	286
SRR23971525	NC_021472.1	Felis_catus_papillomavirus-3,_complete_genome	7583	10	387
SRR23971525	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	1	43
SRR23971525	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1785	4360
SRR23971525	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	362	611
SRR23971525	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	7	252
SRR23971525	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	2	86
SRR23971525	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	2	86
SRR23971525	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971525	NC_018401.1	Gyrovirus_4,_complete_genome	2034	1	41
SRR23971525	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	5	215
SRR23971525	NC_002188.1	Fowlpox_virus,_complete_genome	288539	2	86
SRR23971525	NC_004442.1	Canine_minute_virus,_complete_genome	5097	139	2896
SRR23971525	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	15	602
SRR23971525	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	4	86
SRR23971525	NC_022373.1	Felis_catus_papillomavirus_4_isolate_MY-3,_complete_genome	7616	16	574
SRR23971525	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	4	172
SRR23971525	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	6	258
SRR23971448	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	3	129
SRR23971448	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971448	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	5	215
SRR23971448	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	5	215
SRR23971448	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	7	301
SRR23971448	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	1	43
SRR23971448	NC_001539.1	Canine_parvovirus,_complete_genome	5323	18	643
SRR23971448	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	2	86
SRR23971448	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	24	857
SRR23971448	NC_001806.2	Human_herpesvirus_1_strain_17,_complete_genome	152222	1	43
SRR23971448	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	9	387
SRR23971448	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	1	43
SRR23971448	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	2	86
SRR23971448	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	4	172
SRR23971448	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	5	182
SRR23971448	OM451116.1	MAG:_Civet_astrovirus_isolate_SC-F1_nonstructural_protein_gene,_partial_cds;_and_capsid_protein_precursor,_gene,_complete_cds	6845	1	43
SRR23971448	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	11	468
SRR23971448	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	7	163
SRR23971438	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	183
SRR23971432	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	5	465
SRR23971496	NC_009334.1	Human_herpesvirus_4,_complete_genome	172764	1	43
SRR23971496	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	35	1419
SRR23971496	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	43
SRR23971496	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	2	86
SRR23971496	NC_003494.1	Infectious_spleen_and_kidney_necrosis_virus,_complete_genome	111362	1	43
SRR23971496	NC_001539.1	Canine_parvovirus,_complete_genome	5323	7	301
SRR23971496	NC_001806.2	Human_herpesvirus_1_strain_17,_complete_genome	152222	1	43
SRR23971496	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	1	43
SRR23971496	NC_028238.1	Turkeypox_virus_strain_TKPV-HU1124/2011,_complete_genome	188534	32	1371
SRR23971496	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	1	43
SRR23971496	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	1	43
SRR23971496	NC_002188.1	Fowlpox_virus,_complete_genome	288539	5	172
SRR23971496	NC_004442.1	Canine_minute_virus,_complete_genome	5097	1	43
SRR23971496	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	1	43
SRR23971496	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	1	43
SRR23971419	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1848	57001
SRR23971419	NC_022789.1	Gyrovirus_Tu789,_complete_genome	2282	46	1056
SRR23971419	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	35	1429
SRR23971419	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	3	91
SRR23971419	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	15	622
SRR23971419	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	244	1498
SRR23971419	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	203	982
SRR23971419	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1	43
SRR23971419	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	2	86
SRR23971419	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	150	624
SRR23971419	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	18	586
SRR23971419	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	279	11156
SRR23971419	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	269	1454
SRR23971441	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	2	93
SRR23971481	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	1	43
SRR23971481	NC_017940.1	European_sheatfish_virus,_complete_genome	127732	3	129
SRR23971481	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	7	257
SRR23971481	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	167	6045
SRR23971481	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	1	43
SRR23971481	NC_001539.1	Canine_parvovirus,_complete_genome	5323	138	2827
SRR23971481	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	86	987
SRR23971481	NC_034266.1	Columbid_alphaherpesvirus_1_strain_HLJ,_complete_genome	204237	50	1884
SRR23971481	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	6	256
SRR23971481	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	3	44
SRR23971481	NC_004442.1	Canine_minute_virus,_complete_genome	5097	17	621
SRR23971474	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	3	98
SRR23971474	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	5	112
SRR23971474	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	2	43
SRR23971474	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	2	86
SRR23971474	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	10	387
SRR23971474	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	11	336
SRR23971474	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	3	86
SRR23971474	NC_001539.1	Canine_parvovirus,_complete_genome	5323	2932	4355
SRR23971474	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	43
SRR23971474	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	96	2127
SRR23971474	NC_004442.1	Canine_minute_virus,_complete_genome	5097	1	43
SRR23971474	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	34	902
SRR23971474	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	7	132
SRR23971570	NC_006383.2	Peste_des_petits_ruminants_virus_complete_genome	15948	1	93
SRR23971570	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	9	1352
SRR23971570	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	186
SRR23971570	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	2	212
SRR23971570	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	8	1229
SRR23971570	NC_032890.1	Wenzhou_channeled_applesnail_virus_3_strain_BHBei77067_hypothetical_protein_gene,_complete_cds	8377	1	175
SRR23971570	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	97	3659
SRR23971570	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	8	824
SRR23971470	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	7	129
SRR23971470	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	2	43
SRR23971470	NC_001539.1	Canine_parvovirus,_complete_genome	5323	14	215
SRR23971470	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	31	387
SRR23971470	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	9	126
SRR23971412	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	12	516
SRR23971412	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	43
SRR23971412	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	43
SRR23971412	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	6	198
SRR23971412	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	1	43
SRR23971412	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	12	393
SRR23971412	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	7	258
SRR23971412	NC_001539.1	Canine_parvovirus,_complete_genome	5323	18	689
SRR23971412	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	3	129
SRR23971412	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	1	43
SRR23971412	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	2	86
SRR23971412	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	3	129
SRR23971412	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	4	172
SRR23971412	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	8	258
SRR23971412	NC_001623.1	Autographa_californica_nucleopolyhedrovirus,_complete_genome	133894	1	43
SRR23971412	NC_018401.1	Gyrovirus_4,_complete_genome	2034	1	43
SRR23971412	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	9	289
SRR23971574	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	61	4740
SRR23971574	NC_009334.1	Human_herpesvirus_4,_complete_genome	172764	17	186
SRR23971574	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	4	186
SRR23971574	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	29	521
SRR23971574	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	35	636
SRR23971574	NC_022089.1	Parvovirus_NIH-CQV_putative_15-kDa_protein,_putative_replication_associated_protein_(rep),_and_putative_capsid_protein_(cap)_genes,_complete_cds	3780	84	856
SRR23971574	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	43	2428
SRR23971518	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	5	208
SRR23971518	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971518	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971518	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	1	43
SRR23971518	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	43
SRR23971518	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	17	719
SRR23971518	NC_001539.1	Canine_parvovirus,_complete_genome	5323	276	3875
SRR23971518	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	1	43
SRR23971518	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971518	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	1	43
SRR23971518	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	2	85
SRR23971518	NC_004442.1	Canine_minute_virus,_complete_genome	5097	13	544
SRR23971518	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	11	430
SRR23971518	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	17	645
SRR23971518	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	1	43
SRR23971499	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	3	129
SRR23971499	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971499	NC_001539.1	Canine_parvovirus,_complete_genome	5323	1	43
SRR23971499	NC_032890.1	Wenzhou_channeled_applesnail_virus_3_strain_BHBei77067_hypothetical_protein_gene,_complete_cds	8377	1	43
SRR23971499	NC_003605.1	Lettuce_mosaic_virus,_complete_genome	10080	1	43
SRR23971499	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	5	79
SRR23971499	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	1	43
SRR23971468	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	2	86
SRR23971468	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971468	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	48	1809
SRR23971468	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	109	2624
SRR23971468	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971468	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	43
SRR23971468	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	3	129
SRR23971468	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	20	667
SRR23971468	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	3	129
SRR23971468	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	2	86
SRR23971468	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	36
SRR23971468	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	15	498
SRR23971468	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	15	508
SRR23971468	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	2	86
SRR23971468	NC_001539.1	Canine_parvovirus,_complete_genome	5323	753	4169
SRR23971468	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	15	303
SRR23971468	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	10	430
SRR23971468	NC_039194.1	Avian_paramyxovirus_6_strain_APMV-6/Goose/FarEast/4440/2003,_complete_genome	16236	1	43
SRR23971468	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	21	754
SRR23971468	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	5	193
SRR23971468	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	6	194
SRR23971468	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	12	516
SRR23971468	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	97	3779
SRR23971468	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	1	43
SRR23971468	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	1	43
SRR23971468	NC_002188.1	Fowlpox_virus,_complete_genome	288539	7	301
SRR23971468	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	62	2292
SRR23971468	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	14	464
SRR23971468	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	1	43
SRR23971468	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	1	43
SRR23971521	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	2	86
SRR23971521	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971521	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	2	86
SRR23971521	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971521	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	1	43
SRR23971521	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	2	86
SRR23971521	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	1	43
SRR23971521	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	1	43
SRR23971521	NC_001539.1	Canine_parvovirus,_complete_genome	5323	194	3389
SRR23971521	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	1	43
SRR23971521	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	1	43
SRR23971521	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	3	129
SRR23971521	NC_004442.1	Canine_minute_virus,_complete_genome	5097	11	422
SRR23971521	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	1	43
SRR23971521	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	1	43
SRR23971485	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	111	2625
SRR23971485	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	22	895
SRR23971485	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	2	86
SRR23971485	NC_017940.1	European_sheatfish_virus,_complete_genome	127732	2	86
SRR23971485	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	4	172
SRR23971485	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971485	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	6	258
SRR23971485	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	74	1655
SRR23971485	NC_055121.1	Bamboo_rat_circovirus_isolate_FJ01,_complete_genome	2112	4	172
SRR23971485	NC_022789.1	Gyrovirus_Tu789,_complete_genome	2282	1	43
SRR23971485	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	1	43
SRR23971485	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	10	350
SRR23971485	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	2	86
SRR23971485	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	3	110
SRR23971485	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	4	57
SRR23971485	NC_001539.1	Canine_parvovirus,_complete_genome	5323	2096	4404
SRR23971485	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	66	620
SRR23971485	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	8	301
SRR23971485	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	42	1621
SRR23971485	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	3	129
SRR23971485	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	2	86
SRR23971485	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	2	86
SRR23971485	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	1	43
SRR23971485	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	17	478
SRR23971485	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	10	387
SRR23971485	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	73	1087
